review,clean_review,label
"dear whatsapp, bagaimana jika kedepan di buatkan fitur banner untuk background profile seperti di whatsapp bisnis,? mungkin beberapa orang merasa ini tidak terlalu penting, tapi menurut saya pribadi ini penting untuk memperbagus tampilan profile saja, jadi tidak terlalu bosan saat mengecek profile sendiri, maupun di lihat orang lain",dear whatsapp kedepan buatkan fitur banner background profile whatsapp bisnis orang pribadi memperbagus tampilan profile bosan mengecek profile lihat orang,netral
"tolong lah ya buat pihak WhatsApp kalo bisa setiap akun itu veririkasi kode otp jangan cmn di nomor sim lah ... semisal kalo nomor kartu sim rusak atau apa kan beli kartu sim lagi buat akun lagi ribet, kalo bisa verifikasi otp tambahin kek lewat email terkait atau gimn biar ga bikin² akun lagi😒 kadng juga chat cadangan ketimpa ilang bikin greget😵",tolong ya whatsapp kalo akun veririkasi kode otp cmn nomor sim kalo nomor kartu sim rusak beli kartu sim akun ribet kalo verifikasi otp tambahin kek email terkait gimn biar ga bikin akun kadng chat cadangan ketimpa ilang bikin greget,netral
wa asuuu baru chat 1 kali d blokir d buka 24 jam. trus chat 1 kali. d blokir lagi d buka lagi 24 jam d blokir lagi kan gila,wa asuuu chat kali d blokir d buka jam trus chat kali d blokir d buka jam d blokir gila,netral
tidak bisa membuka apa maksud beta sudah penuh,membuka maksud beta penuh,netral
1. notif sering kali tidak muncul 2. sering kali kontak terhapus sendiri 3. aplikasi bug,notif kali muncul kali kontak terhapus aplikasi bug,netral
"Halo tim dukungan WhatsApp, tanpa alasan yang jelas, akun WhatsApp saya tidak bisa lagi digunakan karena spam. Saya yakin ini adalah kesalahan sistem WhatsApp. Mohon tinjau akun saya dan segera atasi masalah ini Terima kasih",halo tim dukungan whatsapp alasan akun whatsapp spam kesalahan sistem whatsapp mohon tinjau akun atasi terima kasih,netral
wa saya kok private ya,wa private ya,netral
fitur durasi di bio buat apa si? bioku yg dri lama jdi ilang ni.. tlg dihapus aj plcc,fitur durasi bio si bioku yg dri jdi ilang ni tlg dihapus aj plcc,netral
tolong dong whatsapp nya muncul di depan biar gampang dlm berkomunikasi,tolong whatsapp nya muncul biar gampang dlm berkomunikasi,netral
Seseorang telah menggunakan Akun WhatsApp saya dengan menyalahgunakan. Melakukan hal hal aneh di dalam Akun WhatsApp saya. saya ingin bantuan admin untuk mendapatkan akun WhatsApp saya kembali seperti normal🙏🏻🙏🏻🙏🏻,akun whatsapp menyalahgunakan aneh akun whatsapp bantuan admin akun whatsapp normal,netral
tidak bisa mengirim audio/mp3. mohon segera di perbaiki.....,mengirim audiomp mohon perbaiki,netral
"Balikin opsi ""tentang"" di profil kayak dulu lagi, yang bisa diliat orang lain diikuti tanggal pembuatannya, padahal ""tentang"" terakhir yg kubuat itu di tanggal 12/3/21 dan sekarang tanggalnya hilang",balikin opsi profil kayak diliat orang diikuti tanggal pembuatannya yg kubuat tanggal tanggalnya hilang,netral
Pengalaman merawat suami saya yang kena penyakit kronik 9 bulan saya merawat nya tapi sekarang sudah meninggal kan saya.karena allah memanggil nya.,pengalaman merawat suami kena penyakit kronik merawat nya meninggal sayakarena allah memanggil nya,netral
peri peri guud,peri peri guud,netral
"tolong di batasi spam nya hilangkan, saya hanya chat 2 pesan,tiba tiba di batasi 😑",tolong batasi spam nya hilangkan chat pesantiba batasi,netral
gajelas pas update chat yang di sematkan gabisa di matikan sematkannya dan gabisa juga di arsipkan tetep muncul di atas pesan,gajelas pas update chat sematkan gabisa matikan sematkannya gabisa arsipkan tetep muncul pesan,netral
kadang wa gak bisa di buka dan ada bacaan memuat,kadang wa gak buka bacaan memuat,netral
banyak bug nya kak,bug nya kak,netral
WhatsApp sangat membantu dan mempermudah tpi kenapa sekarang notif tidak muncul ketika WhatsApp tidak d gunakan? jadi pesan tidak terbuka secara langsung karna tak ada notifikasi apapun,whatsapp membantu mempermudah tpi notif muncul whatsapp d pesan terbuka langsung karna notifikasi apapun,netral
wa saya di blokir terus Tampa alasan sampai no wa saya bikin baru masih di blokir jadi no hp tidak bisa di pake buat wa,wa blokir tampa alasan no wa bikin blokir no hp pake wa,netral
vc di hp ini harus ada,vc hp,netral
bagus tapi kenapa WA mau di sematkan turun lagi yaa tolong dong jangan begini,bagus wa sematkan turun yaa tolong,netral
"notif sering ilang,tolong tingkatkan sistem terimakasih",notif ilangtolong tingkatkan sistem terimakasih,netral
aktifkan akun ku,aktifkan akun ku,netral
kenapa saya telah mendwonload whatshap resmi tetapi tetap saja tidak bisa masuk karena terus ada kata anda tidak menggunakan whatshap resmi padahal saya sudah mencoba men alinstal terus download lagi tapi tetap gak bisa😡😡😡 mohon di perbarui oleh pihak whatsapp agar bisa menggunakan nya tidak terganggu,mendwonload whatshap resmi masuk whatshap resmi mencoba men alinstal download gak mohon perbarui whatsapp nya terganggu,netral
"Beri fitur bisa mengatur timer untuk story ,, pasti tmbah jos, notifikasi nada pesan , kadang bunyi kadang tiak",fitur mengatur timer story tmbah jos notifikasi nada pesan kadang bunyi kadang tiak,netral
saat upload story gambar/foto dan dikasi backsound fotonya jadi blur/pecah. semoga segera ada perbaikan.,upload story gambarfoto dikasi backsound fotonya blurpecah semoga perbaikan,netral
saya tidak bisa memasukkan nomor saya katanya harus mendownload akun resmii padahal whatsApp saya download langsung di play store😡,memasukkan nomor mendownload akun resmii whatsapp download langsung play store,netral
"updatenya lama bangett, yang lain dah dapet update vitur tapi aku belum, cek di playstore juga gaada pemberitahuan buat update😮‍💨",updatenya bangett dah dapet update vitur cek playstore gaada pemberitahuan update,netral
"knp akun bs tiba2 disuspen/banded, tanpa ada pemberitahuan dulu ☝️ coba dipermudah lg donk, tq.",knp akun bs disuspenbanded pemberitahuan coba dipermudah lg donk tq,netral
versi baru,versi,netral
Tolong kembalikan fitur notifikasi khusus/customnya seperti duluuu. sangat membutuhkan fitur tersebut untuk membedakan panggilan/notif,tolong kembalikan fitur notifikasi khususcustomnya duluuu membutuhkan fitur membedakan panggilannotif,netral
"setelah update malah banyak masalah di riwayat chat, pdhl memo sangat kosong, tapi terus berulang ke reset lagi dan lagi, saya kasih bintang 5 agar muncul paling atas dan bisa terbaca, semoga masalah ini bisa ditangani segera, terimakasih.",update riwayat chat pdhl memo kosong berulang reset kasih bintang muncul terbaca semoga ditangani terimakasih,netral
wa saya tidak bisa di buka loasing melulu tolong pencerahan...🙏,wa buka loasing melulu tolong pencerahan,netral
App oke,app oke,netral
mohon kode verifikasi,mohon kode verifikasi,netral
Wa...Bagua. Tapi mohon kali ini lagi di Download...masih belum bisa Conect..Help me please..???,wabagua mohon kali downloadmasih conecthelp me please,netral
wa sya ga bisavc sambil keluar dari apk wa,wa sya ga bisavc apk wa,netral
kenapa saya melakukan post vidio di status terus keluarnswndiri dari aplikasi,post vidio status keluarnswndiri aplikasi,netral
lagunya buat versi 5 menit pleaseeee😭😭,lagunya versi menit pleaseeee,netral
ga bisa smatin pesan pesan penting jir,ga smatin pesan pesan jir,netral
kenapah selalu gagal dalam ddaptar wahtsap padahal no dulu nya pake KTP asli sendiri kenapah whatsAp selalu gagal udah ampir 2 mingu ini terimaksih tolong lah dipulihkan lagi,kenapah gagal ddaptar wahtsap no nya pake ktp asli kenapah whatsap gagal udah ampir mingu terimaksih tolong dipulihkan,netral
saya kasih 5 semoga akun saya tidak apa 2 lagi,kasih semoga akun,netral
"Halo admin WhatsApp, saya mohon buka kembali Akun WhatsApp saya karena saya tidak melakukan spam, saat ini mungkin akun WhatsApp saya sedang diretas oleh orang yang tidak bertanggung jawab dan melakukan pelanggaran. saya mohon untuk membuka kembali Akun WhatsApp saya agar bisa digunakan kembali karena sangat penting. terimakasih",halo admin whatsapp mohon buka akun whatsapp spam akun whatsapp diretas orang bertanggung pelanggaran mohon membuka akun whatsapp terimakasih,netral
"kenapa akun saya selalu di spam padahal saya tidak pernah melakukan kesalahan apa pun, mohon di tinjau lagi, masa harus gonta ganti nomor telepon terus. terimakasih mohon di tinjau lagi",akun spam kesalahan mohon tinjau gonta ganti nomor telepon terimakasih mohon tinjau,netral
chat,chat,netral
gak ada notifikasi pesan setelah di update,gak notifikasi pesan update,netral
Setelah update WA sering ngebug. ketika menyematkan chat namun tidak tanda pin dan sematnya tidak bisa dihapus. Ketika Mengarsipkan chat tetapi chat tetap ada didepan,update wa ngebug menyematkan chat tanda pin sematnya dihapus mengarsipkan chat chat didepan,netral
kenapa pesan di sematkan bisa lepas sendiri.. anehh.. tolongggg di perbaiki update bukannya untung malah buntung 😤😤😤,pesan sematkan lepas anehh tolongggg perbaiki update untung buntung,netral
"Bru beli hp Bru , download wa langsung dibatasi ,hbis kyak gitu 5 jam lebih malah , please lah aku pingin wa sama ayah ku😢",bru beli hp bru download wa langsung dibatasi hbis kyak gitu jam please pingin wa ayah ku,netral
kalau mau bikin sw suk burem padhl udh hd,bikin sw suk burem padhl udh hd,netral
min knp wa suda di update suda di aktifkan jg fitur efek nya di pengaturan ttap ga muncul tolong benerin ya min!?,min knp wa suda update suda aktifkan jg fitur efek nya pengaturan ttap ga muncul tolong benerin ya min,netral
"Karena kalo ak buka whatsapp tb"" kluar sndiri",kalo ak buka whatsapp tb kluar sndiri,netral
de ɛ pɛ,de p,netral
tapi sygnya saat vc pas tekan kembali video terjeda,sygnya vc pas tekan video terjeda,netral
"gagal login karena aplikasi menganggap aplikasi tidak resmi, padahal sudah memakai aplikasi resmi dari playstore, mohon ditinjau lagi karena kalau menggunakan nomor lain bisa login dengan benar.",gagal login aplikasi menganggap aplikasi resmi memakai aplikasi resmi playstore mohon ditinjau nomor login,netral
Halo tim WhatsApp jadi saya sudah menggunakan WhatsApp versi terbaru... tetapi akun WhatsApp saya tidak muncul fitur efek panggilan vidio.. atauu fitur baru dari WhatsApp yang vidio call.. menggunakan efek atau filter semoga akun saya cepet muncul,halo tim whatsapp whatsapp versi terbaru akun whatsapp muncul fitur efek panggilan vidio atauu fitur whatsapp vidio call efek filter semoga akun cepet muncul,netral
"saya sengaja kasih bintang 5 biar ulasannya ke baca sama pihak WhatsApp... kenapa WhatsApp saya selalu di blok keluar"" terus padahal saya tidak pernah spam ...tolong lah pihak WhatsApp masa saya cuma WhatsApp ke keluarga terus tiba"" keluar dan udah gtu kita masuk nya lagi nunggu 24jam padahal WhatsApp sangat membantu dlm berkomunikasi .. saya ganti kartu baru juga sama d blok padahal itu kartu baru..tolong bngt buat pihak WhatsApp perbaiki WhatsApp saya segera mungkin .....!!!!",sengaja kasih bintang biar ulasannya baca whatsapp whatsapp blok spam tolong whatsapp whatsapp keluarga udah gtu masuk nya nunggu jam whatsapp membantu dlm berkomunikasi ganti kartu d blok kartu barutolong bngt whatsapp perbaiki whatsapp,netral
maaf mind kenapa mode baru ga bisa di pin sama di kasih tema fhoto lagi,maaf mind mode ga pin kasih tema fhoto,netral
gabisa pairing kode,gabisa pairing kode,netral
"kenapa whastApp saya tidak bisa menggunakan fitur efek/filter, padahal sudah mengaktifkan fiturnya di pengaturan whastApp",whastapp fitur efekfilter mengaktifkan fiturnya pengaturan whastapp,netral
mau kasih saran buat nambahin fitur jadwal pengiriman chat dong,kasih saran nambahin fitur jadwal pengiriman chat,netral
"jangan lahh keluar,, akun wa ku lagi",lahh akun wa ku,netral
mohon kebijakan pihak watsap untuk membuka wattsap kami,mohon kebijakan watsap membuka wattsap,netral
kenapa saat posting sw selalu kualiatas burik padahal sudah di seting,posting sw kualiatas burik seting,netral
"bisa berkominikasi dengan teman,saudara,dan keluarga dengan jarak jauh",berkominikasi temansaudaradan keluarga jarak,netral
nomor saya tiba2 di blokir permanen giman a crita nya ini,nomor blokir permanen giman a crita nya,netral
"aplikasinya lagi kenapa sii ya, masa notif pesan atau telepon udah diganti bisa berubah sendiri, gak jelas bgt deh",aplikasinya sii ya notif pesan telepon udah diganti berubah gak bgt deh,netral
kenapa wa saya di blokir apa penyebabnya saya mau di pakai buat yang penting Malah ke blokirr ini gimna developernya saya mau kerja jadi ke ganggu gara2 wa ke blokir mau kasih2 info ke ganggu tolong ini gimna solusinya kenapa no saya di blokirr,wa blokir penyebabnya pakai blokirr gimna developernya kerja ganggu gara wa blokir kasih info ganggu tolong gimna solusinya no blokirr,netral
"bug tidak bisa custom notifikasi alias kembali ke default,tidak bisa menyematkan kontak tertentu,mohon segera diperbaiki🙏",bug custom notifikasi alias defaulttidak menyematkan kontak tertentumohon diperbaiki,netral
tolong info nya jangan ada waktunya nya 🙏😭,tolong info nya nya,netral
woi kenapa akun gw di kenon terus sih whatsapp😡,woi akun gw kenon sih whatsapp,netral
tolong ya kepada admin WHATSAPP kembalikan akun WhatsApp saya yg di band permanen ke semula,tolong ya admin whatsapp kembalikan akun whatsapp yg band permanen,netral
kok ini gk bisa pakai wa yaaa tolong peroses kan dong,gk pakai wa yaaa tolong peroses,netral
untuk admin WHATSAP tolong di buka whatsap saya yang tebelokir 🙏🏻,admin whatsap tolong buka whatsap tebelokir,netral
gak Bagun lalap meninjau,gak bagun lalap meninjau,netral
wa saya tidak bisa login kenapa yah kok ini dengan alasan keamanan padadahal akun saya sendiri,wa login yah alasan keamanan padadahal akun,netral
"minta tolong yaaa.. saya Kerja sebagai Kurir.... wa kena spam"" terus....",tolong yaaa kerja kurir wa kena spam,netral
Kalau krm foto ke story jadi burik🙏,krm foto story burik,netral
ehatsap saya terinstal tapi tidak bisa dibuka dan terlihat gimana ini,ehatsap terinstal dibuka gimana,netral
sufrizal meiakukn trbaik.,sufrizal meiakukn trbaik,netral
kenapa akun wa Saya tidak bisa masuk,akun wa masuk,netral
kenapa postingan teman di grup hanya muncul notifikasi tapi tidak ada jika dibuka. hanya bisa dilihat via WhatsApp web.,postingan teman grup muncul notifikasi dibuka via whatsapp web,netral
"saya sudah unduh wa tapi saat saya daftar katanya saya tidak menggunakan apk wa resmi, tolong di perbaiki",unduh wa daftar apk wa resmi tolong perbaiki,netral
"kenapa WA aku kok di buka keluar sendiri dan ada notif dari Android system webview ""kesalahan aplikasi Terdeteksi bahwa aplikasi ""WhatsApp"" mogok karena masalahnya sendiri. Harap tunggu pembaruan untuk memperbaiki masalah, atau kirimkan umpan balik melalui saluran layanan pelanggan dalam aplikasi."" perbaikan ya min!!!!!!",wa buka notif android system webview kesalahan aplikasi terdeteksi aplikasi whatsapp mogok harap tunggu pembaruan memperbaiki kirimkan umpan saluran layanan pelanggan aplikasi perbaikan ya min,netral
status video saya TDK dapat story mohon bantuannya terimakasih,status video tdk story mohon bantuannya terimakasih,netral
aplikasi yg sngt baik,aplikasi yg sngt,netral
"mempermudah akses komunikasi, pribadi atau komunitas",mempermudah akses komunikasi pribadi komunitas,netral
semakin parah.. notifikasi kadang tdk berbunyi.. baik WA pribadi atau grup.. status terbaru tidak di posisi atas.. status yg tidak terbaca posisiny random.. tolong fix the bug,parah notifikasi kadang tdk berbunyi wa pribadi grup status terbaru posisi status yg terbaca posisiny random tolong fix the bug,netral
kenapa akun saya tiba2 di blokir tiba2,akun blokir,netral
gajelas udah di update bolak balik tetep aja gaada yang berubah seperti contohnya sekarang ada musik tapi disaya udah di update belum ada juga dan filter vc tidak ada!!! WA TAMBAH GJLS!!,gajelas udah update bolak tetep aja gaada berubah contohnya musik disaya udah update filter vc wa gjls,netral
muncul kan efek WhatsApp sya,muncul efek whatsapp sya,netral
"aplikasi tidak berfungsi, tidak ada yg ngechat saya 😭",aplikasi berfungsi yg ngechat,netral
bagus bisa berkomunikasi secara online dan bisa mengirim status/mengirim kabar dan juga ada AI yang bisa bertanya sesuatu,bagus berkomunikasi online mengirim statusmengirim kabar ai,netral
terlalu banyak bug dari bio tema smart chat ketika di hapus sampah apk wa kembali seperti awal di dwonload,bug bio tema smart chat hapus sampah apk wa dwonload,netral
knp watsap saya tidak resmi pdahal donlowd di playstore,knp watsap resmi pdahal donlowd playstore,netral
tidak bisa buat privasi foto profil,privasi foto profil,netral
"udah 1 minggu berturut-turut ke bug,chat no luar,ganti pp pun langsung ke blokir wa gua,terpaksa ku kasih bintang 5 biar di baca anj",udah minggu berturutturut bugchat no luarganti pp langsung blokir wa guaterpaksa ku kasih bintang biar baca anj,netral
sya shari2 jadi Julia kapan saya lpas dari pkrjanan ini sbnrnya aku udah tua kalau pkrjan ini di lpas aku tak punya pngasilan,sya shari julia lpas pkrjanan sbnrnya udah tua pkrjan lpas pngasilan,netral
"banyak bug akhir"" ini. notif gaada walau data hidup dan setelan aktif. dan hapus 1 kontak, kontak lainnya ikut kehapus juga, aku gatau itu apk nya atau HP saya. yang jelas bug dan notif nya tolong di perbaiki.",bug notif gaada data hidup setelan aktif hapus kontak kontak kehapus gatau apk nya hp bug notif nya tolong perbaiki,netral
kenapa akun whatsapp saya tiba-tiba ke logout sendiri ya tolong di perbaiki🥲,akun whatsapp tibatiba logout ya tolong perbaiki,netral
"M ARSAD,asli saya,mohon di bantu amankan WhatsApp saya,",m arsadasli sayamohon bantu amankan whatsapp,netral
terimakasih WhatsApp,terimakasih whatsapp,netral
tida bisa masuk no nya,tida masuk no nya,netral
"bagus,tapi tolong perbaiki update nya telat sekali untuk memunculkan fitur baru,saya sudh aktifkan fitur itu dan alhasil fitur nya tetep gada minn tolong di perbaiki lagi🙏",bagustapi tolong perbaiki update nya telat memunculkan fitur barusaya sudh aktifkan fitur alhasil fitur nya tetep gada minn tolong perbaiki,netral
tidak bisa masuk ke wa,masuk wa,netral
tolong bust admin whatsapp kenapa sda bugh waa tolong hilangin bug wa ini saya kwluar masuk keluar saat membuka aplikasi whatsapp,tolong bust admin whatsapp sda bugh waa tolong hilangin bug wa kwluar masuk membuka aplikasi whatsapp,netral
kok kirim lagu ngk bisa ke sesama teman 😪 tolong 🙏 di perbaiki lagi,kirim lagu ngk teman tolong perbaiki,netral
"AKUN SERING LOG OUT SENDIRI, TOLONG PERBAIKI BUG NYA",akun log out tolong perbaiki bug nya,netral
kenapa semakin kesini WA mengirim pesan di tandai spam untuk apa gunanya WA KLO bukan untuk mengirim pesan,kesini wa mengirim pesan tandai spam gunanya wa klo mengirim pesan,netral
Aplikasi yang sangat luar biasa,aplikasi,positif
sangat puas,puas,positif
mantap,mantap,positif
sangt bagus,sangt bagus,positif
Terlalu banyak makan Memori😪 tapi tetep bagus ko,makan memori tetep bagus ko,positif
bagus,bagus,positif
Aplikasinya bagus banget Yach..mks,aplikasinya bagus banget yachmks,positif
Suka,suka,positif
good,good,positif
keren dan sangat bagus,keren bagus,positif
bagus buat chat,bagus chat,positif
Bagus,bagus,positif
"Aplikasinya udah bagus tapi kenapa suka ada notif dari wa, tapi aslinya ga ada pesan masuk dari orang. Tolong dibetulkan",aplikasinya udah bagus suka notif wa aslinya ga pesan masuk orang tolong dibetulkan,positif
bagus,bagus,positif
enak banget buat komunikasi,enak banget komunikasi,positif
cepat tanggap,cepat tanggap,positif
"jujur aplikasinya keren banget, tapi kenapa aku kasih bintang satu, karena beberapa alasan, setiap kali aku mulai mengirim pesan ke seseorang pesannya lama banget terkirim centang dua terus, giliran teman atau seseorang yang chat duluan atau membalasnya langsung terkirim giliran aku enggak, padahal mereka lagi online, jaringan ku tak ada masalah malah bagus-bagus aja, hanya saja ini, aku mohon developer coba perbaiki please 😭 aku merasa ketidak Adilan dalam pengiriman chat 🙏😭",jujur aplikasinya keren banget kasih bintang alasan kali mengirim pesan pesannya banget terkirim centang giliran teman chat duluan membalasnya langsung terkirim giliran online jaringan ku bagusbagus aja mohon developer coba perbaiki please ketidak adilan pengiriman chat,positif
bagus,bagus,positif
bagus,bagus,positif
mantap,mantap,positif
good,good,positif
bagus,bagus,positif
bagus,bagus,positif
Sangat membantu untuk kelancaran silaturahmi,membantu kelancaran silaturahmi,positif
bagus skli,bagus skli,positif
sangat cocok,cocok,positif
aman cepat nyaman,aman cepat nyaman,positif
sangat berguna sekali,berguna,positif
bagus,bagus,positif
aplikasinya sangat bagus sangat membantu,aplikasinya bagus membantu,positif
memperlancar komunikasi,memperlancar komunikasi,positif
mantap,mantap,positif
sangat berguna,berguna,positif
belum pernah menggunakan kanya,kanya,positif
sangat mudah digunakan,mudah,positif
waw waw waw waw waaaww mantap banget geyss,waw waw waw waw waaaww mantap banget geyss,positif
WA saya suka banget,wa suka banget,positif
karna bisa berkomunikasi dengan teman,karna berkomunikasi teman,positif
bagus sangat,bagus,positif
sangat bermanfaat,bermanfaat,positif
sangat puas,puas,positif
bagus,bagus,positif
bagus,bagus,positif
GODDD,goddd,positif
ini kenapa putar putar woi,putar putar woi,positif
bagus,bagus,positif
Memudahkan informasi,memudahkan informasi,positif
Sangat cocok untuk bekerja,cocok,positif
gambarnya sangat bagus,gambarnya bagus,positif
top aplikasi nya,top aplikasi nya,positif
keren sekali,keren,positif
bagus,bagus,positif
mantap!,mantap,positif
tidak bisa update whatsApp,update whatsapp,positif
Mantap,mantap,positif
bagus,bagus,positif
mantap,mantap,positif
sangat terbantu sekali memudahkan berkomunikasi,terbantu memudahkan berkomunikasi,positif
memudahkan untuk komunikasi,memudahkan komunikasi,positif
sangat puas,puas,positif
bisnis,bisnis,positif
bagus,bagus,positif
"membantu dan memudahkan komunikasi, semoga selalu amanah dalam bekerja",membantu memudahkan komunikasi semoga amanah,positif
"apk nya bagus sekali mempercepat sistem komunikasi antar sesama dan ,ada yang kurang ini pihak Whatsap ,nah kurang nya blum ada fitur live wa, biar enak gitu bisa live kayak Ig gitu maksud nya ini kritik? kurang lebih nya saya mintak maaaf terima kasi wasalam mulai Kum warohmahtulohi wabarokatuh?",apk nya bagus mempercepat sistem komunikasi whatsap nya blum fitur live wa biar enak gitu live kayak ig gitu maksud nya kritik nya mintak maaaf terima kasi wasalam kum warohmahtulohi wabarokatuh,positif
cukup sangatbagus,sangatbagus,positif
Good....,good,positif
Good,good,positif
sangat tidk bagus,tidk bagus,positif
joooooos,joooooos,positif
mantap,mantap,positif
termotifasi,termotifasi,positif
memuaskan,memuaskan,positif
sangat berguna,berguna,positif
bagus,bagus,positif
bagus,bagus,positif
bagus,bagus,positif
terbaik,terbaik,positif
bisa di jadikan teman banyak saudara,jadikan teman saudara,positif
whatsap.bagus bgt,whatsapbagus bgt,positif
Sangat bagus bangtt,bagus bangtt,positif
bagus karena bisa berkomunikasi dengan yg lain lewat chat dan telpon,bagus berkomunikasi yg chat telpon,positif
bagus,bagus,positif
bagus,bagus,positif
Bagusnya,bagusnya,positif
WhatsApp ok.,whatsapp ok,positif
amazing,amazing,positif
good,good,positif
dengan WhatsApp kita lebih mudah untuk berinteraksi dengan orang lain dengan mudah,whatsapp mudah berinteraksi orang mudah,positif
bagus,bagus,positif
"Aplikasi bagus tapi saya ingin agar ada update baru di pembuat stikernya, cukup banyak yang tidak menyukai bingkai putih yang selalu ada saat mengirim stiker yang kita buat dari WhatsApp, jadi tolong buat pengaturan untuk bingkai stiker WhatsApp ini agar sesuai dengan selera pengguna.",aplikasi bagus update pembuat stikernya menyukai bingkai putih mengirim stiker whatsapp tolong pengaturan bingkai stiker whatsapp sesuai selera pengguna,positif
sangat membantu,membantu,positif
"aplikasi update sekarang terlalu sering kenak spam,, saya sebagai kurir paket yang menyakut pekerjaan saya merasa tidak nyaman akan adanya spam terus",aplikasi update kenak spam kurir paket menyakut pekerjaan nyaman spam,positif
Membantu sekali👍👍👍,membantu,positif
mantap,mantap,positif
mantap,mantap,positif
suka,suka,positif
"memudahkan dalam segala urusan, terimakasih",memudahkan urusan terimakasih,positif
SAngat bagus,bagus,positif
tputvtgtgtgu ut,tputvtgtgtgu ut,positif
"Tolong tingkatkan kualitas panggilan suara aplikasi ini 🙏, selebihnya sudah sangat membantu",tolong tingkatkan kualitas panggilan suara aplikasi selebihnya membantu,positif
layanan cepat looh,layanan cepat looh,positif
bagus,bagus,positif
apk nya bagus bangett,apk nya bagus bangett,positif
Terbaik,terbaik,positif
"terus terusan update apk, memori bro",terusan update apk memori bro,positif
bagus,bagus,positif
"this is really"" very good, and i really"" like this app",this is really very good and i really like this app,positif
Bgus,bgus,positif
good👍,good,positif
sangat membantu,membantu,positif
Apk ini sangat penting dan sangat membantu,apk membantu,positif
aplikasi nya bagus tapi kenapa saya selalu kena spam tolong di selesaikan,aplikasi nya bagus kena spam tolong selesaikan,positif
lama ke buka nya,buka nya,positif
bagus,bagus,positif
sangat baik dan sangat membantu,membantu,positif
mantap,mantap,positif
bagus sekali,bagus,positif
bagus,bagus,positif
selalu force close,force close,positif
"bagus bangettt sma afitur fitur nya, apalagi kalo ada Arsip status WA, jadi kita bisa liat status"" yang pernah kitaa buatt di WA",bagus bangettt sma afitur fitur nya kalo arsip status wa liat status kitaa buatt wa,positif
sangat puas,puas,positif
sangat bermafaat dengan whatsapp,bermafaat whatsapp,positif
mantap,mantap,positif
terbaik,terbaik,positif
Bagus saya bisa chatan sama cewek saya,bagus chatan cewek,positif
mantapp,mantapp,positif
ya bagus,ya bagus,positif
terbaik,terbaik,positif
Hidup sendiri terasa sepi. dg aplikasi watsab.aku bisa terhibur.,hidup sepi dg aplikasi watsabaku terhibur,positif
mantap,mantap,positif
Cepat,cepat,positif
waduh bagus banget ada meta AI berasa punya kawan 24jam ngebantu banget buat berbagai hal. ya meskipun ga sesempurna itu ngebantu si karna ada google jg jadi bisa check 2x untuk kebenarannya.. semoga lebih bagus lagi kedepannya 🤩🎉,bagus banget meta ai berasa kawan jam ngebantu banget ya ga sesempurna ngebantu si karna google jg check x kebenarannya semoga bagus kedepannya,positif
sangat rekomondasi mantap,rekomondasi mantap,positif
bgus,bgus,positif
harus sering' di update,update,positif
semoga lebih baik,semoga,positif
MANTAB👏,mantab,positif
ini aplikasi membantu banget untuk cat atu pun telponan mantap²,aplikasi membantu banget cat atu telponan mantap,positif
terbaik,terbaik,positif
Bagus,bagus,positif
bagus bangr,bagus bangr,positif
fitur nya bagusss tolong dongg tambahin filter dan musik2 gituu kaya di tiktok gtu,fitur nya bagusss tolong dongg tambahin filter musik gituu kaya tiktok gtu,positif
mantap,mantap,positif
good......!,good,positif
Good,good,positif
mudah berkomunikasi,mudah berkomunikasi,positif
tidak bisa menyimpan kontak,menyimpan kontak,positif
bagus,bagus,positif
good,good,positif
tidak dapat mendowload,mendowload,positif
aplikasi ini luar biasa,aplikasi,positif
menarik,menarik,positif
sangat bagus,bagus,positif
senang,senang,positif
ok good,ok good,positif
Sangat baguss,baguss,positif
mantap,mantap,positif
bhs tuk komunikasi,bhs tuk komunikasi,positif
Aku suka banget sama apl ini🥰🥰🥰,suka banget apl,positif
"seru,bagus",serubagus,positif
memuaskan,memuaskan,positif
Cukup bagus untuk menghubungi seseorang,bagus menghubungi,positif
Jossssss adanya WA,jossssss wa,positif
sangat Bagus....,bagus,positif
bagus,bagus,positif
saya sangat suka iniiii,suka iniiii,positif
keren dan sudah update,keren update,positif
kami sangat puas,puas,positif
setelah whatsapp update whatsapp jadi lebih bagus 👍🤩,whatsapp update whatsapp bagus,positif
dpt notif di suruh pembaharui di awal 2026... semoga Nyaman & lancar pakai wawa ini...,dpt notif suruh pembaharui semoga nyaman lancar pakai wawa,positif
"lope"" buat WhatsApp",lope whatsapp,positif
bagus,bagus,positif
Halo saya tertarik dg,halo tertarik dg,positif
good apk,good apk,positif
memberi yang terbaik,terbaik,positif
good,good,positif
bagus,bagus,positif
senang memakainya .. namun kami perlu menjaga whatsap ini dari spam no wa,senang memakainya menjaga whatsap spam no wa,positif
Bagus,bagus,positif
bagus,bagus,positif
Bagus,bagus,positif
sangat bagus saat cet😀😃😀😁😆,bagus cet,positif
Bagus,bagus,positif
aplikasinya sangat membantu untuk berkomunikasi dengan orang yang di luar jangkauan,aplikasinya membantu berkomunikasi orang jangkauan,positif
lebih memudahkan komunikasi audio dan gambar,memudahkan komunikasi audio gambar,positif
bagus dan cepat,bagus cepat,positif
bagus,bagus,positif
suka bangat,suka bangat,positif
534035 moga lebih baik,moga,positif
